layers,bidir,emb_dim,dropout,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
2,False,4500,0.7,1,1.3424,0.37729999999999997,1.2008,0.4971
2,False,4500,0.7,2,1.2482,0.46740000000000004,1.1735,0.5349
2,False,4500,0.7,3,1.203,0.5003,1.0763,0.5769
2,False,4500,0.7,4,1.1622,0.5262,1.0942,0.5546
2,False,4500,0.7,5,1.1289,0.5447,0.9585,0.6107
2,False,4500,0.7,6,1.0962,0.5568,0.9617,0.6193
2,False,4500,0.7,7,1.0685,0.5728,0.9208,0.6262
2,False,4500,0.7,8,1.0366,0.5882999999999999,0.884,0.6595
2,False,4500,0.7,9,1.0199,0.5954,0.8593,0.6597
2,False,4500,0.7,10,1.0028,0.6037,0.8523,0.6729
2,False,4500,0.7,11,0.9828,0.6141,0.8628,0.6442
2,False,4500,0.7,12,0.9665,0.6191,0.8345,0.6662
2,False,4500,0.7,13,0.9465,0.6278,0.8031,0.6664
2,False,4500,0.7,14,0.9289,0.6347,0.8576,0.6640999999999999
2,False,4500,0.7,15,0.9129,0.6417,0.7656,0.6884999999999999
2,False,4500,0.7,16,0.8974,0.649,0.8418,0.6775
2,False,4500,0.7,17,0.8873,0.6531999999999999,0.715,0.6777
2,False,4500,0.7,18,0.8745,0.6555,0.7313,0.6999
2,False,4500,0.7,19,0.8651,0.6624,0.7714,0.6931999999999999
2,False,4500,0.7,20,0.8507,0.6667000000000001,0.7127,0.7153
2,False,4500,0.7,21,0.8425,0.6731999999999999,0.7361,0.6999
2,False,4500,0.7,22,0.8359,0.6774,0.7409,0.7218000000000001
2,False,4500,0.7,23,0.8269,0.6796,0.6895,0.7132999999999999
2,False,4500,0.7,24,0.8241,0.6823999999999999,0.7301,0.7023
2,False,4500,0.7,25,0.8127,0.6857,0.6544,0.7443000000000001
2,False,4500,0.7,26,0.8025,0.6916,0.7017,0.733
2,False,4500,0.7,27,0.8,0.6912999999999999,0.6687,0.7265999999999999
2,False,4500,0.7,28,0.7961,0.6923,0.6515,0.7419
2,False,4500,0.7,29,0.7838,0.6995999999999999,0.6387,0.7553
2,False,4500,0.7,30,0.7862,0.6997,0.6887,0.7354
2,False,4500,0.7,31,0.7798,0.6995999999999999,0.6244,0.7601
2,False,4500,0.7,32,0.7694,0.7047,0.6798,0.7512000000000001
2,False,4500,0.7,33,0.7669,0.7068000000000001,0.7003,0.7644
2,False,4500,0.7,34,0.7637,0.7084999999999999,0.7159,0.7579
2,False,4500,0.7,35,0.7588,0.711,0.7327,0.7378
2,False,4500,0.7,36,0.7491,0.7139,0.7228,0.7555
2,False,4500,0.7,37,0.7522,0.7140000000000001,0.684,0.7465999999999999
2,False,4500,0.7,38,0.7443,0.718,0.6955,0.7622
2,False,4500,0.7,39,0.7408,0.7212999999999999,0.6877,0.762
