layers,bidir,emb_dim,dropout,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
1,True,2700,0.7,1,1.2804,0.41409999999999997,1.0987,0.535
1,True,2700,0.7,2,1.1888,0.4819,0.9918,0.5908
1,True,2700,0.7,3,1.131,0.5182,0.903,0.6307
1,True,2700,0.7,4,1.0716,0.5502,1.0873,0.5953
1,True,2700,0.7,5,1.0176,0.579,1.0885,0.6111
1,True,2700,0.7,6,0.979,0.5988,1.0687,0.5934
1,True,2700,0.7,7,0.9355,0.6199,1.0164,0.6332
1,True,2700,0.7,8,0.8993,0.6373,1.1034,0.6111
1,True,2700,0.7,9,0.8713,0.6498,1.0454,0.653
1,True,2700,0.7,10,0.8369,0.664,1.0168,0.6442
1,True,2700,0.7,11,0.8134,0.6765000000000001,1.0283,0.6686
1,True,2700,0.7,12,0.7859,0.6872,1.0057,0.653
1,True,2700,0.7,13,0.7604,0.6990000000000001,0.9929,0.6774
1,True,2700,0.7,14,0.7387,0.7098,1.1332,0.6643000000000001
1,True,2700,0.7,15,0.7126,0.7204,1.0454,0.6775
1,True,2700,0.7,16,0.7008,0.7278,1.0361,0.6909000000000001
1,True,2700,0.7,17,0.6757,0.7375,1.1474,0.6951999999999999
1,True,2700,0.7,18,0.6574,0.7439,0.9944,0.7084
1,True,2700,0.7,19,0.6422,0.7508,0.9994,0.6931999999999999
1,True,2700,0.7,20,0.6226,0.7597,1.005,0.7109000000000001
1,True,2700,0.7,21,0.6104,0.7633,1.0008,0.7309
1,True,2700,0.7,22,0.5914,0.7739,0.8737,0.7397
1,True,2700,0.7,23,0.5783,0.779,0.8613,0.7531
1,True,2700,0.7,24,0.5638,0.7848,0.9192,0.7576
1,True,2700,0.7,25,0.5522,0.7909,0.8174,0.7555
1,True,2700,0.7,26,0.5384,0.7948000000000001,0.8037,0.7685
1,True,2700,0.7,27,0.5254,0.7994,0.8162,0.7595999999999999
1,True,2700,0.7,28,0.5175,0.8054000000000001,0.7479,0.7775
1,True,2700,0.7,29,0.5102,0.8057,0.7467,0.7972
1,True,2700,0.7,30,0.4983,0.8107,0.7078,0.8040999999999999
1,True,2700,0.7,31,0.4861,0.8176000000000001,0.7338,0.7797
1,True,2700,0.7,32,0.4766,0.8190999999999999,0.7744,0.7866
1,True,2700,0.7,33,0.4718,0.8228,0.7231,0.8108
1,True,2700,0.7,34,0.4661,0.8245,0.7172,0.8151999999999999
1,True,2700,0.7,35,0.4561,0.8284999999999999,0.6332,0.8306999999999999
1,True,2700,0.7,36,0.4484,0.8325,0.7186,0.8108
1,True,2700,0.7,37,0.4388,0.8354,0.7367,0.7843000000000001
1,True,2700,0.7,38,0.4303,0.8378,0.789,0.7734000000000001
1,True,2700,0.7,39,0.4272,0.8392000000000001,0.8064,0.7820999999999999
1,True,2700,0.7,40,0.4169,0.8445,0.7238,0.8087000000000001
1,True,2700,0.7,41,0.4124,0.8451000000000001,0.7185,0.7976000000000001
1,True,2700,0.7,42,0.4157,0.8453,0.672,0.8
1,True,2700,0.7,43,0.4001,0.8502,0.6985,0.8177
1,True,2700,0.7,44,0.4006,0.851,0.5726,0.8286
1,True,2700,0.7,45,0.3905,0.8543999999999999,0.603,0.8243
1,True,2700,0.7,46,0.382,0.8561,0.6486,0.8242
1,True,2700,0.7,47,0.3798,0.8593000000000001,0.577,0.8242
1,True,2700,0.7,48,0.3829,0.858,0.5206,0.8220999999999999
1,True,2700,0.7,49,0.3713,0.863,0.6532,0.831
1,True,2700,0.7,50,0.3676,0.8639,0.5298,0.8355
1,True,2700,0.7,51,0.3625,0.8642,0.5999,0.8420000000000001
1,True,2700,0.7,52,0.3586,0.8668,0.6135,0.8553000000000001
1,True,2700,0.7,53,0.3544,0.8674,0.5283,0.8664000000000001
1,True,2700,0.7,54,0.352,0.8706999999999999,0.526,0.853
1,True,2700,0.7,55,0.3469,0.8704999999999999,0.5129,0.8553000000000001
1,True,2700,0.7,56,0.3437,0.8728,0.5151,0.8729
1,True,2700,0.7,57,0.3404,0.8726,0.5316,0.8553000000000001
1,True,2700,0.7,58,0.3374,0.8745999999999999,0.5566,0.8532
1,True,2700,0.7,59,0.3303,0.8765000000000001,0.4691,0.8753
1,True,2700,0.7,60,0.3273,0.879,0.4963,0.8465
1,True,2700,0.7,61,0.3267,0.8789,0.5585,0.8642
1,True,2700,0.7,62,0.3201,0.8815999999999999,0.5167,0.8665999999999999
1,True,2700,0.7,63,0.3169,0.8826,0.5164,0.8731
1,True,2700,0.7,64,0.3206,0.8802,0.4952,0.8642
1,True,2700,0.7,65,0.3109,0.8845999999999999,0.5043,0.8642
1,True,2700,0.7,66,0.3095,0.8845000000000001,0.44,0.8709
1,True,2700,0.7,67,0.3098,0.8853,0.4609,0.8686
1,True,2700,0.7,68,0.3032,0.8884000000000001,0.4718,0.8774
1,True,2700,0.7,69,0.304,0.8878,0.4881,0.8664000000000001
1,True,2700,0.7,70,0.304,0.8879,0.4171,0.8731
1,True,2700,0.7,71,0.2967,0.8903,0.4898,0.8665999999999999
1,True,2700,0.7,72,0.2978,0.8896999999999999,0.3744,0.8996999999999999
1,True,2700,0.7,73,0.2927,0.8915000000000001,0.4061,0.8975
1,True,2700,0.7,74,0.2899,0.8931999999999999,0.431,0.8795999999999999
1,True,2700,0.7,75,0.2876,0.8935,0.4028,0.8908
1,True,2700,0.7,76,0.2867,0.8943000000000001,0.4452,0.882
1,True,2700,0.7,77,0.2841,0.8946999999999999,0.3702,0.9042
1,True,2700,0.7,78,0.2845,0.8946,0.3817,0.9064
1,True,2700,0.7,79,0.2812,0.8956000000000001,0.3892,0.8996999999999999
1,True,2700,0.7,80,0.278,0.8967,0.3894,0.902
1,True,2700,0.7,81,0.2757,0.898,0.3853,0.893
1,True,2700,0.7,82,0.2757,0.8986,0.4018,0.8863
1,True,2700,0.7,83,0.2729,0.8985,0.4144,0.8886
1,True,2700,0.7,84,0.2678,0.9007999999999999,0.3697,0.8863
1,True,2700,0.7,85,0.2673,0.9004000000000001,0.3779,0.8841
1,True,2700,0.7,86,0.2709,0.9007,0.3392,0.9152
1,True,2700,0.7,87,0.2626,0.9033,0.338,0.9129
1,True,2700,0.7,88,0.261,0.9029,0.3835,0.8753
1,True,2700,0.7,89,0.2588,0.9044,0.3632,0.902
1,True,2700,0.7,90,0.2578,0.9033,0.3544,0.8886
1,True,2700,0.7,91,0.2578,0.9047,0.3629,0.8975
1,True,2700,0.7,92,0.2582,0.9037999999999999,0.3391,0.902
1,True,2700,0.7,93,0.2536,0.9051,0.3376,0.9087000000000001
1,True,2700,0.7,94,0.2558,0.9052,0.3061,0.9152
1,True,2700,0.7,95,0.2515,0.9057,0.3272,0.9085
1,True,2700,0.7,96,0.2519,0.9067000000000001,0.3243,0.9085
1,True,2700,0.7,97,0.2513,0.9087999999999999,0.3172,0.9129
1,True,2700,0.7,98,0.2494,0.9061,0.3218,0.9174
1,True,2700,0.7,99,0.2477,0.9075,0.3183,0.9196
1,True,2700,0.7,100,0.2449,0.9084,0.3323,0.9064
1,True,2700,0.7,101,0.2427,0.9087999999999999,0.2966,0.9129
1,True,2700,0.7,102,0.2418,0.9106000000000001,0.3318,0.8975
1,True,2700,0.7,103,0.2431,0.9105,0.282,0.9176000000000001
1,True,2700,0.7,104,0.2396,0.9114,0.2932,0.9240999999999999
1,True,2700,0.7,105,0.2375,0.9116,0.2794,0.9131
1,True,2700,0.7,106,0.2382,0.9120999999999999,0.2789,0.9131
1,True,2700,0.7,107,0.2366,0.9115000000000001,0.3143,0.8976999999999999
