layers,bidir,emb_dim,dropout,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
1,True,4500,0.6,1,1.2146,0.4623,0.9697,0.6262
1,True,4500,0.6,2,1.0592,0.5596,0.7447,0.7287
1,True,4500,0.6,3,0.9582,0.6091,0.6294,0.7929
1,True,4500,0.6,4,0.8783,0.6476000000000001,0.5396,0.8
1,True,4500,0.6,5,0.8121,0.6781999999999999,0.4789,0.8243
1,True,4500,0.6,6,0.7575,0.7037,0.4175,0.8487
1,True,4500,0.6,7,0.7164,0.7219,0.3789,0.8755
1,True,4500,0.6,8,0.6742,0.7378,0.3272,0.9109
1,True,4500,0.6,9,0.6381,0.7543000000000001,0.341,0.8776999999999999
1,True,4500,0.6,10,0.6043,0.7674,0.3306,0.8887
1,True,4500,0.6,11,0.5731,0.7816,0.3335,0.8889
1,True,4500,0.6,12,0.551,0.7908,0.3071,0.9133
1,True,4500,0.6,13,0.5232,0.8017,0.3077,0.9044
1,True,4500,0.6,14,0.5098,0.8059000000000001,0.3089,0.9133
1,True,4500,0.6,15,0.4905,0.8148000000000001,0.303,0.8956000000000001
1,True,4500,0.6,16,0.4655,0.8240000000000001,0.3062,0.9265000000000001
1,True,4500,0.6,17,0.4535,0.8284,0.2765,0.9112
1,True,4500,0.6,18,0.4353,0.8381000000000001,0.2486,0.922
1,True,4500,0.6,19,0.4246,0.8414,0.2928,0.9222
1,True,4500,0.6,20,0.4097,0.8462999999999999,0.3241,0.9068
1,True,4500,0.6,21,0.3945,0.8533,0.3019,0.909
1,True,4500,0.6,22,0.3838,0.8575,0.3447,0.9135
1,True,4500,0.6,23,0.3682,0.8623999999999999,0.3176,0.9025
1,True,4500,0.6,24,0.3613,0.8658,0.3522,0.9289000000000001
1,True,4500,0.6,25,0.3553,0.8669,0.3214,0.9157
1,True,4500,0.6,26,0.3444,0.8725,0.3097,0.9334
1,True,4500,0.6,27,0.3305,0.877,0.2805,0.9267
1,True,4500,0.6,28,0.3251,0.8801000000000001,0.2541,0.9399
1,True,4500,0.6,29,0.3153,0.8826,0.2728,0.9267
1,True,4500,0.6,30,0.3148,0.8832,0.2547,0.9246
1,True,4500,0.6,31,0.301,0.8885,0.2893,0.9356
1,True,4500,0.6,32,0.293,0.8917,0.2999,0.9420999999999999
1,True,4500,0.6,33,0.2936,0.892,0.2921,0.9399
1,True,4500,0.6,34,0.2843,0.8959999999999999,0.2917,0.9420999999999999
1,True,4500,0.6,35,0.2805,0.8959,0.2587,0.9377
1,True,4500,0.6,36,0.2743,0.899,0.2489,0.9356
1,True,4500,0.6,37,0.2653,0.9015000000000001,0.2394,0.9445
1,True,4500,0.6,38,0.2639,0.9025,0.2614,0.9445
1,True,4500,0.6,39,0.2576,0.9052,0.2521,0.9445
1,True,4500,0.6,40,0.2548,0.9068,0.2257,0.9534999999999999
1,True,4500,0.6,41,0.2514,0.9068999999999999,0.2476,0.9468000000000001
1,True,4500,0.6,42,0.2458,0.9094,0.2182,0.9533
1,True,4500,0.6,43,0.2436,0.9115000000000001,0.216,0.9533
1,True,4500,0.6,44,0.2373,0.9113,0.2307,0.9490000000000001
1,True,4500,0.6,45,0.2364,0.9123,0.1914,0.9555
1,True,4500,0.6,46,0.2304,0.9154000000000001,0.1926,0.9555
1,True,4500,0.6,47,0.2299,0.9162,0.2189,0.9555
1,True,4500,0.6,48,0.2233,0.9177,0.2169,0.9621999999999999
1,True,4500,0.6,49,0.2234,0.9173,0.2417,0.9490000000000001
1,True,4500,0.6,50,0.22,0.9197,0.2707,0.9401999999999999
1,True,4500,0.6,51,0.2153,0.9208,0.208,0.9492
1,True,4500,0.6,52,0.2145,0.9208,0.208,0.9688
1,True,4500,0.6,53,0.209,0.9234,0.1877,0.9533
1,True,4500,0.6,54,0.2075,0.9239,0.2086,0.9578
1,True,4500,0.6,55,0.2046,0.9247,0.2592,0.9512
1,True,4500,0.6,56,0.204,0.9239,0.3043,0.9533
1,True,4500,0.6,57,0.2024,0.9254000000000001,0.3033,0.9578
1,True,4500,0.6,58,0.2005,0.9265000000000001,0.2963,0.9555
1,True,4500,0.6,59,0.1997,0.9262999999999999,0.286,0.96
1,True,4500,0.6,60,0.1941,0.9293,0.2673,0.9621999999999999
1,True,4500,0.6,61,0.1915,0.9285,0.3094,0.9445
1,True,4500,0.6,62,0.1918,0.9296,0.2885,0.9447
1,True,4500,0.6,63,0.1904,0.9296,0.2693,0.9512
1,True,4500,0.6,64,0.1888,0.9301,0.3067,0.9534999999999999
1,True,4500,0.6,65,0.1852,0.9312,0.2609,0.9445
1,True,4500,0.6,66,0.1833,0.9323999999999999,0.2341,0.9578
1,True,4500,0.6,67,0.1839,0.9320999999999999,0.1958,0.9688
1,True,4500,0.6,68,0.1789,0.9323999999999999,0.2466,0.96
1,True,4500,0.6,69,0.1814,0.9335,0.2079,0.9621999999999999
1,True,4500,0.6,70,0.1776,0.9338,0.2012,0.9621999999999999
1,True,4500,0.6,71,0.1796,0.9333,0.1712,0.9732
1,True,4500,0.6,72,0.1753,0.9351999999999999,0.1715,0.9645
1,True,4500,0.6,73,0.1766,0.9354,0.1592,0.9667
1,True,4500,0.6,74,0.1688,0.9381999999999999,0.1493,0.9777
1,True,4500,0.6,75,0.1677,0.9378,0.1751,0.9621999999999999
1,True,4500,0.6,76,0.1701,0.937,0.1707,0.9621999999999999
1,True,4500,0.6,77,0.169,0.9389,0.1582,0.9578
1,True,4500,0.6,78,0.1674,0.9383,0.1744,0.9621999999999999
1,True,4500,0.6,79,0.168,0.9389,0.177,0.9533
1,True,4500,0.6,80,0.1625,0.9406,0.148,0.9645
1,True,4500,0.6,81,0.1624,0.9403,0.188,0.9645
1,True,4500,0.6,82,0.1605,0.9411,0.1464,0.9689
1,True,4500,0.6,83,0.162,0.9401999999999999,0.1795,0.9667
1,True,4500,0.6,84,0.1609,0.9403,0.1615,0.9777
1,True,4500,0.6,85,0.1604,0.9412,0.1262,0.9799
1,True,4500,0.6,86,0.1565,0.9423,0.1563,0.9754
1,True,4500,0.6,87,0.158,0.9414,0.1123,0.9777
1,True,4500,0.6,88,0.1553,0.9420000000000001,0.1041,0.9777
1,True,4500,0.6,89,0.153,0.9438,0.119,0.9821
1,True,4500,0.6,90,0.1562,0.9427,0.1301,0.9777
1,True,4500,0.6,91,0.1509,0.9437000000000001,0.1257,0.9821
1,True,4500,0.6,92,0.1512,0.9444,0.1208,0.9754
1,True,4500,0.6,93,0.1508,0.9459000000000001,0.1552,0.9688
1,True,4500,0.6,94,0.1512,0.9440999999999999,0.1264,0.9843999999999999
1,True,4500,0.6,95,0.1468,0.9454,0.1286,0.9777
1,True,4500,0.6,96,0.1472,0.9453,0.1549,0.9799
1,True,4500,0.6,97,0.1474,0.9455,0.1326,0.9821
1,True,4500,0.6,98,0.1436,0.9464,0.1536,0.9754
1,True,4500,0.6,99,0.145,0.9466,0.1316,0.9821
1,True,4500,0.6,100,0.1469,0.9453,0.1373,0.9689
1,True,4500,0.6,101,0.1444,0.9465,0.1514,0.9732
1,True,4500,0.6,102,0.1422,0.9470999999999999,0.1497,0.9799
1,True,4500,0.6,103,0.1441,0.9469,0.1636,0.9777
1,True,4500,0.6,104,0.1411,0.9475,0.1604,0.9799
1,True,4500,0.6,105,0.1403,0.9487000000000001,0.1691,0.9799
1,True,4500,0.6,106,0.1407,0.9481999999999999,0.1653,0.9799
1,True,4500,0.6,107,0.1407,0.9484999999999999,0.1755,0.9777
1,True,4500,0.6,108,0.1375,0.9492,0.1562,0.9754
1,True,4500,0.6,109,0.1354,0.9493,0.1706,0.9777
1,True,4500,0.6,110,0.1349,0.9499,0.1517,0.9754
1,True,4500,0.6,111,0.1357,0.9495999999999999,0.1386,0.9799
1,True,4500,0.6,112,0.1358,0.9494,0.1293,0.9799
1,True,4500,0.6,113,0.1355,0.9499,0.1414,0.9821
1,True,4500,0.6,114,0.1348,0.9499,0.1667,0.9843999999999999
1,True,4500,0.6,115,0.1332,0.9505,0.1836,0.9689
1,True,4500,0.6,116,0.1339,0.9499,0.1595,0.9821
1,True,4500,0.6,117,0.1323,0.9504,0.1578,0.9777
1,True,4500,0.6,118,0.1305,0.9517,0.1386,0.9754
1,True,4500,0.6,119,0.1301,0.9512999999999999,0.1679,0.9777
1,True,4500,0.6,120,0.1309,0.9506999999999999,0.1379,0.9821
1,True,4500,0.6,121,0.1308,0.9501000000000001,0.1633,0.9799
1,True,4500,0.6,122,0.1299,0.9520000000000001,0.1659,0.9777
1,True,4500,0.6,123,0.1305,0.9518000000000001,0.152,0.9799
1,True,4500,0.6,124,0.1306,0.9521999999999999,0.1882,0.9777
1,True,4500,0.6,125,0.128,0.9533,0.1857,0.9777
