layers,bidir,emb_dim,dropout,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
3,False,4500,0.5,1,1.4264,0.2528,1.378,0.3053
3,False,4500,0.5,2,1.3648,0.35369999999999996,1.3803,0.3589
3,False,4500,0.5,3,1.2917,0.3944,1.3747,0.3589
3,False,4500,0.5,4,1.1716,0.48310000000000003,1.4814,0.3544
3,False,4500,0.5,5,1.0222,0.5740999999999999,1.5845,0.3944
3,False,4500,0.5,6,0.8766,0.6678000000000001,1.7257,0.34979999999999994
3,False,4500,0.5,7,0.7919,0.6869,1.9129,0.3032
3,False,4500,0.5,8,0.6173,0.7672,2.0621,0.3386
3,False,4500,0.5,9,0.4657,0.8375,2.2583,0.3321
3,False,4500,0.5,10,0.4134,0.8593999999999999,2.4501,0.3607
3,False,4500,0.5,11,0.37,0.8641,2.5477,0.32299999999999995
3,False,4500,0.5,12,0.2929,0.8953,2.4956,0.33640000000000003
3,False,4500,0.5,13,0.2583,0.9078,2.6743,0.3721
3,False,4500,0.5,14,0.223,0.9234,2.7989,0.3386
3,False,4500,0.5,15,0.191,0.9344,2.9578,0.3477
3,False,4500,0.5,16,0.1835,0.9359000000000001,2.9315,0.3477
3,False,4500,0.5,17,0.1463,0.9547,3.1047,0.3386
3,False,4500,0.5,18,0.1383,0.9578,3.2545,0.32539999999999997
3,False,4500,0.5,19,0.1315,0.9641,3.1539,0.3432
3,False,4500,0.5,20,0.1349,0.95,3.2386,0.3432
3,False,4500,0.5,21,0.1249,0.9594,3.2295,0.3542
3,False,4500,0.5,22,0.1184,0.9547,3.2873,0.3455
3,False,4500,0.5,23,0.0748,0.9828,3.3405,0.3632
3,False,4500,0.5,24,0.0906,0.9688,3.3461,0.3563
3,False,4500,0.5,25,0.0759,0.9812000000000001,3.4093,0.35200000000000004
3,False,4500,0.5,26,0.1114,0.9703,3.4622,0.3565
3,False,4500,0.5,27,0.0858,0.975,3.5633,0.3432
3,False,4500,0.5,28,0.0579,0.9843999999999999,3.5196,0.3432
3,False,4500,0.5,29,0.0819,0.9656,3.5913,0.3697
3,False,4500,0.5,30,0.0764,0.9719,3.4876,0.36950000000000005
3,False,4500,0.5,31,0.0651,0.9765999999999999,3.5555,0.3453
3,False,4500,0.5,32,0.0473,0.9859,3.574,0.3764
3,False,4500,0.5,33,0.0461,0.9875,3.6123,0.3831
3,False,4500,0.5,34,0.0547,0.9828,3.6554,0.36950000000000005
3,False,4500,0.5,35,0.0652,0.9765999999999999,3.6687,0.38079999999999997
3,False,4500,0.5,36,0.0652,0.9812000000000001,3.7232,0.341
3,False,4500,0.5,37,0.0443,0.9843999999999999,3.8192,0.3233
3,False,4500,0.5,38,0.0594,0.9765999999999999,3.813,0.35200000000000004
3,False,4500,0.5,39,0.0703,0.9781,3.8303,0.33649999999999997
3,False,4500,0.5,40,0.039,0.9891,3.9484,0.3522
3,False,4500,0.5,41,0.0269,0.9922,4.0248,0.3455
3,False,4500,0.5,42,0.0418,0.9812000000000001,4.0444,0.3542
3,False,4500,0.5,43,0.0499,0.9809,3.9195,0.34979999999999994
3,False,4500,0.5,44,0.0246,0.9922,3.9907,0.3343
3,False,4500,0.5,45,0.0509,0.9812000000000001,3.9869,0.33880000000000005
3,False,4500,0.5,46,0.0209,0.9953,4.0254,0.3652
3,False,4500,0.5,47,0.0539,0.9778,4.169,0.3475
3,False,4500,0.5,48,0.0406,0.9891,4.2905,0.3408
3,False,4500,0.5,49,0.0381,0.9891,4.2797,0.32549999999999996
3,False,4500,0.5,50,0.0303,0.9906,4.3465,0.3322
3,False,4500,0.5,51,0.0305,0.9875,4.4055,0.33880000000000005
3,False,4500,0.5,52,0.0156,0.9969,4.3324,0.35869999999999996
3,False,4500,0.5,53,0.0295,0.9906,4.2566,0.3475
3,False,4500,0.5,54,0.037,0.9875,4.1703,0.3697
3,False,4500,0.5,55,0.0383,0.9843999999999999,4.0671,0.3697
3,False,4500,0.5,56,0.0278,0.9875,4.0621,0.37189999999999995
3,False,4500,0.5,57,0.0268,0.9891,4.1247,0.3829
3,False,4500,0.5,58,0.0324,0.9875,4.1254,0.4293
3,False,4500,0.5,59,0.0458,0.9828,4.0998,0.3762
3,False,4500,0.5,60,0.0385,0.9906,4.1417,0.32549999999999996
3,False,4500,0.5,61,0.0472,0.9797,4.1553,0.3676
3,False,4500,0.5,62,0.0313,0.9906,4.2814,0.3784
3,False,4500,0.5,63,0.0467,0.9828,4.3843,0.3408
3,False,4500,0.5,64,0.0525,0.9891,4.2654,0.3628
3,False,4500,0.5,65,0.0232,0.9906,4.199,0.3674
3,False,4500,0.5,66,0.0347,0.9891,4.189,0.35850000000000004
3,False,4500,0.5,67,0.024,0.9906,4.2345,0.374
3,False,4500,0.5,68,0.0194,0.9922,4.33,0.36729999999999996
3,False,4500,0.5,69,0.0473,0.9875,4.3966,0.3565
3,False,4500,0.5,70,0.0308,0.9937999999999999,4.3757,0.363
3,False,4500,0.5,71,0.0392,0.9875,4.3199,0.3298
3,False,4500,0.5,72,0.0292,0.9872,4.2383,0.3565
3,False,4500,0.5,73,0.0385,0.9859,4.2055,0.3721
3,False,4500,0.5,74,0.0383,0.9859,4.2857,0.3697
3,False,4500,0.5,75,0.0456,0.9875,4.2664,0.37170000000000003
3,False,4500,0.5,76,0.0269,0.9887,4.2267,0.365
3,False,4500,0.5,77,0.0272,0.9891,4.27,0.385
3,False,4500,0.5,78,0.0222,0.9922,4.2792,0.3851
3,False,4500,0.5,79,0.019,0.9922,4.2811,0.36950000000000005
3,False,4500,0.5,80,0.0201,0.9937999999999999,4.2543,0.374
3,False,4500,0.5,81,0.0311,0.9922,4.2392,0.35850000000000004
3,False,4500,0.5,82,0.021,0.9906,4.276,0.3542
3,False,4500,0.5,83,0.013,0.9953,4.3535,0.3453
3,False,4500,0.5,84,0.0236,0.9887,4.3464,0.3697
3,False,4500,0.5,85,0.0226,0.9922,4.3442,0.374
3,False,4500,0.5,86,0.0298,0.9906,4.396,0.3807
3,False,4500,0.5,87,0.0282,0.9906,4.4157,0.38939999999999997
3,False,4500,0.5,88,0.0306,0.9903,4.4351,0.3807
3,False,4500,0.5,89,0.0167,0.9937999999999999,4.4206,0.374
3,False,4500,0.5,90,0.0249,0.9937999999999999,4.5209,0.38049999999999995
3,False,4500,0.5,91,0.0258,0.9859,4.5761,0.365
3,False,4500,0.5,92,0.0272,0.9906,4.4967,0.40259999999999996
3,False,4500,0.5,93,0.0375,0.9812000000000001,4.4528,0.38270000000000004
3,False,4500,0.5,94,0.0171,0.9937999999999999,4.4458,0.3961
3,False,4500,0.5,95,0.019,0.9953,4.4455,0.3896
3,False,4500,0.5,96,0.0225,0.9906,4.4059,0.3961
3,False,4500,0.5,97,0.032,0.9843999999999999,4.3771,0.3985
3,False,4500,0.5,98,0.016,0.9937999999999999,4.4298,0.3942
3,False,4500,0.5,99,0.0148,0.9953,4.4613,0.3942
3,False,4500,0.5,100,0.0485,0.9872,4.592,0.37189999999999995
3,False,4500,0.5,101,0.0141,0.9953,4.6782,0.3496
3,False,4500,0.5,102,0.0352,0.9856,4.6138,0.36950000000000005
3,False,4500,0.5,103,0.0178,0.9937999999999999,4.5458,0.3741
3,False,4500,0.5,104,0.0229,0.9937999999999999,4.4808,0.3764
3,False,4500,0.5,105,0.0153,0.9922,4.4541,0.3764
3,False,4500,0.5,106,0.0128,0.9969,4.4856,0.3697
3,False,4500,0.5,107,0.0257,0.9953,4.5214,0.3831
3,False,4500,0.5,108,0.0305,0.9903,4.5451,0.3784
3,False,4500,0.5,109,0.0176,0.9937999999999999,4.6437,0.35850000000000004
3,False,4500,0.5,110,0.0185,0.9906,4.6158,0.37170000000000003
3,False,4500,0.5,111,0.0269,0.9937999999999999,4.5825,0.38939999999999997
3,False,4500,0.5,112,0.0154,0.9953,4.5496,0.38049999999999995
3,False,4500,0.5,113,0.0112,0.9969,4.5619,0.3762
3,False,4500,0.5,114,0.018,0.9937999999999999,4.6547,0.365
3,False,4500,0.5,115,0.0093,0.9984000000000001,4.6966,0.36729999999999996
3,False,4500,0.5,116,0.0242,0.9906,4.6568,0.3716
3,False,4500,0.5,117,0.0187,0.9922,4.6819,0.3738
3,False,4500,0.5,118,0.0135,0.9953,4.7429,0.36729999999999996
3,False,4500,0.5,119,0.0188,0.9875,4.7331,0.34979999999999994
3,False,4500,0.5,120,0.019,0.9953,4.74,0.35200000000000004
3,False,4500,0.5,121,0.0144,0.9969,4.7258,0.365
3,False,4500,0.5,122,0.014,0.9953,4.6844,0.3762
3,False,4500,0.5,123,0.0234,0.9953,4.9474,0.3563
3,False,4500,0.5,124,0.0116,0.9953,5.1322,0.3408
3,False,4500,0.5,125,0.0189,0.9922,4.975,0.3628
