layers,bidir,emb_dim,dropout,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
1,True,2700,0.5,1,1.3948,0.2841,1.3497,0.35009999999999997
1,True,2700,0.5,2,1.2186,0.49939999999999996,1.3383,0.34119999999999995
1,True,2700,0.5,3,1.1039,0.6206,1.33,0.3455
1,True,2700,0.5,4,0.9524,0.7181000000000001,1.3167,0.3743
1,True,2700,0.5,5,0.837,0.7868999999999999,1.3205,0.37229999999999996
1,True,2700,0.5,6,0.6902,0.8734000000000001,1.3355,0.37229999999999996
1,True,2700,0.5,7,0.5676,0.9031,1.3927,0.37229999999999996
1,True,2700,0.5,8,0.4466,0.9406,1.4035,0.3812
1,True,2700,0.5,9,0.3636,0.95,1.4378,0.36979999999999996
1,True,2700,0.5,10,0.2474,0.9828,1.4726,0.37
1,True,2700,0.5,11,0.1985,0.9765999999999999,1.5331,0.37
1,True,2700,0.5,12,0.1572,0.9953,1.5858,0.37229999999999996
1,True,2700,0.5,13,0.119,0.9922,1.623,0.35229999999999995
1,True,2700,0.5,14,0.0966,0.9953,1.6662,0.3635
1,True,2700,0.5,15,0.0784,0.9984000000000001,1.7099,0.368
1,True,2700,0.5,16,0.0677,0.9953,1.7409,0.37689999999999996
1,True,2700,0.5,17,0.0481,0.9984000000000001,1.7852,0.3657
1,True,2700,0.5,18,0.044,0.9984000000000001,1.8244,0.3613
1,True,2700,0.5,19,0.0388,0.9984000000000001,1.8644,0.3635
1,True,2700,0.5,20,0.0353,0.9969,1.8879,0.368
1,True,2700,0.5,21,0.0301,0.9984000000000001,1.9003,0.37020000000000003
1,True,2700,0.5,22,0.0292,0.9984000000000001,1.9259,0.3724
1,True,2700,0.5,23,0.0324,0.9969,1.9462,0.37020000000000003
1,True,2700,0.5,24,0.025,0.9984000000000001,1.9628,0.3791
1,True,2700,0.5,25,0.0198,0.9984000000000001,1.9959,0.37689999999999996
1,True,2700,0.5,26,0.0215,0.9984000000000001,2.0256,0.3901
1,True,2700,0.5,27,0.0176,0.9969,2.0587,0.3923
1,True,2700,0.5,28,0.017,0.9984000000000001,2.0828,0.38789999999999997
1,True,2700,0.5,29,0.0145,0.9984000000000001,2.0922,0.3901
1,True,2700,0.5,30,0.0193,0.9969,2.1099,0.3946
1,True,2700,0.5,31,0.0156,0.9984000000000001,2.1323,0.3946
1,True,2700,0.5,32,0.0136,0.9984000000000001,2.1494,0.3946
1,True,2700,0.5,33,0.012,1.0,2.1753,0.3968
1,True,2700,0.5,34,0.0133,0.9984000000000001,2.2043,0.3901
1,True,2700,0.5,35,0.0117,0.9984000000000001,2.221,0.38789999999999997
1,True,2700,0.5,36,0.012,0.9984000000000001,2.2387,0.3812
1,True,2700,0.5,37,0.0115,0.9984000000000001,2.247,0.3856
1,True,2700,0.5,38,0.0114,0.9969,2.2532,0.3791
1,True,2700,0.5,39,0.0102,0.9969,2.2657,0.3791
1,True,2700,0.5,40,0.0107,1.0,2.2805,0.37689999999999996
1,True,2700,0.5,41,0.0138,0.9984000000000001,2.3042,0.3814
1,True,2700,0.5,42,0.0089,0.9984000000000001,2.3124,0.38799999999999996
1,True,2700,0.5,43,0.0074,0.9984000000000001,2.3361,0.3968
1,True,2700,0.5,44,0.0078,0.9984000000000001,2.3412,0.3968
